Result_Date,People_Tested,People_Tested_Rate,Deaths,Death_Rate,Positives,Positive_Rate,Confirmed_Cases,Confirmed_Case_Rate,Probable_Cases,Probable_Case_Rate,Hospitalizations,Hospitalization_Rate,All_Test_Results,All_Test_Results_Rate
11/15/2020,3248,143.67,2,0.09,187,8.27,187,8.27,0,0,25,1.11,3248,143.67
11/16/2020,15172,671.09,4,0.18,956,42.29,948,41.93,8,0.35,29,1.28,15172,671.09
11/17/2020,15932,704.71,2,0.09,878,38.84,873,38.61,5,0.22,28,1.24,15932,704.71
11/18/2020,15501,685.64,1,0.04,818,36.18,801,35.43,17,0.75,33,1.46,15501,685.64
11/19/2020,14936,660.65,4,0.18,850,37.6,839,37.11,11,0.49,27,1.19,14936,660.65
11/20/2020,15357,679.27,2,0.09,939,41.53,927,41,12,0.53,33,1.46,15357,679.27
11/21/2020,13250,586.08,7,0.31,666,29.46,662,29.28,4,0.18,24,1.06,13250,586.08
11/22/2020,4452,196.92,7,0.31,255,11.28,255,11.28,0,0,26,1.15,4452,196.92
11/23/2020,18259,807.63,2,0.09,968,42.82,963,42.6,5,0.22,34,1.5,18259,807.63
11/24/2020,15967,706.25,3,0.13,870,38.48,859,38,11,0.49,20,0.88,15967,706.25
11/25/2020,11481,507.83,3,0.13,837,37.02,829,36.67,8,0.35,28,1.24,11481,507.83
11/26/2020,1397,61.79,7,0.31,116,5.13,116,5.13,0,0,28,1.24,1397,61.79
11/27/2020,9554,422.59,1,0.04,803,35.52,798,35.3,5,0.22,33,1.46,9554,422.59
11/28/2020,9180,406.05,5,0.22,695,30.74,695,30.74,0,0,25,1.11,9180,406.05
11/29/2020,3277,144.95,5,0.22,200,8.85,200,8.85,0,0,28,1.24,3277,144.95
11/30/2020,14839,656.36,11,0.49,1207,53.39,1189,52.59,18,0.8,28,1.24,14839,656.36
12/01/2020,11673,516.32,6,0.27,842,37.24,838,37.07,4,0.18,31,1.37,11673,516.32
12/02/2020,12035,532.33,11,0.49,722,31.94,707,31.27,15,0.66,32,1.42,12035,532.33
12/03/2020,11907,526.67,10,0.44,826,36.54,818,36.18,8,0.35,26,1.15,11907,526.67
12/04/2020,12472,551.66,11,0.49,797,35.25,792,35.03,5,0.22,34,1.5,12472,551.66
12/05/2020,8705,385.04,8,0.35,575,25.43,568,25.12,7,0.31,26,1.15,8705,385.04
12/06/2020,3458,152.95,3,0.13,185,8.18,182,8.05,3,0.13,23,1.02,3458,152.95
12/07/2020,13304,588.46,10,0.44,1100,48.66,1064,47.06,36,1.59,33,1.46,13304,588.46
12/08/2020,11668,516.1,8,0.35,761,33.66,748,33.09,13,0.58,24,1.06,11668,516.1
12/09/2020,10653,471.2,8,0.35,681,30.12,672,29.72,9,0.4,43,1.9,10653,471.2
12/10/2020,10178,450.19,10,0.44,641,28.35,627,27.73,14,0.62,33,1.46,10178,450.19
12/11/2020,10779,476.78,10,0.44,718,31.76,701,31.01,17,0.75,39,1.73,10779,476.78
12/12/2020,8428,372.79,5,0.22,513,22.69,503,22.25,10,0.44,27,1.19,8428,372.79
12/13/2020,3437,152.03,11,0.49,155,6.86,152,6.72,3,0.13,36,1.59,3437,152.03
12/14/2020,14852,656.94,6,0.27,827,36.58,803,35.52,24,1.06,40,1.77,14852,656.94
12/15/2020,14030,620.58,9,0.4,701,31.01,678,29.99,23,1.02,34,1.5,14030,620.58
12/16/2020,13566,600.05,13,0.58,664,29.37,631,27.91,33,1.46,26,1.15,13566,600.05
12/17/2020,13375,591.6,7,0.31,636,28.13,624,27.6,12,0.53,24,1.06,13375,591.6
12/18/2020,13597,601.42,6,0.27,571,25.26,553,24.46,18,0.8,22,0.97,13597,601.42
12/19/2020,10909,482.53,13,0.58,406,17.96,401,17.74,5,0.22,22,0.97,10909,482.53
12/20/2020,3111,137.61,6,0.27,184,8.14,172,7.61,12,0.53,26,1.15,3111,137.61
12/21/2020,17742,784.77,13,0.58,725,32.07,701,31.01,24,1.06,33,1.46,17742,784.77
12/22/2020,15694,694.18,13,0.58,622,27.51,607,26.85,15,0.66,32,1.42,15694,694.18
